t_sec,label,x,y,z,vx,vy,vz,ax,ay,az
0.029009,default_config,0.0003621772048063576,-0.0025192585308104753,0.02831690013408661,0.002364163752645254,-0.0005731318960897624,-0.0012510753003880382,nan,nan,nan
0.029850,default_config,0.0003621772048063576,-0.0025192585308104753,0.02831690013408661,0.002364163752645254,-0.0005731318960897624,-0.0012510753003880382,0.0194748155772686,-0.003100720001384616,0.9993358254432678
0.048096,default_config,0.00035705429036170244,-0.002532676560804248,0.0281615499407053,0.0025086498353630304,-0.0008090389892458916,-0.001944327144883573,0.0194748155772686,-0.003100720001384616,0.9993358254432678
0.048894,default_config,0.00035705429036170244,-0.002532676560804248,0.0281615499407053,0.0025086498353630304,-0.0008090389892458916,-0.001944327144883573,0.018586503341794014,-0.0026919892989099026,1.0002139806747437
0.068052,default_config,0.000127761421026662,-0.0025253486819565296,0.02812604233622551,0.0013149735750630498,-0.0008545842720195651,-0.0017895468045026064,0.018586503341794014,-0.0026919892989099026,1.0002139806747437
0.068888,default_config,0.000127761421026662,-0.0025253486819565296,0.02812604233622551,0.0013149735750630498,-0.0008545842720195651,-0.0017895468045026064,0.017883552238345146,-0.0041168308816850185,0.9983753561973572
0.088806,default_config,0.0005826387205161154,-0.0018561678007245064,0.028044650331139565,0.003853177186101675,0.002655880758538842,-0.002231145976111293,0.017883552238345146,-0.0041168308816850185,0.9983753561973572
0.089729,default_config,0.0005826387205161154,-0.0018561678007245064,0.028044650331139565,0.003853177186101675,0.002655880758538842,-0.002231145976111293,0.019751718267798424,-0.0019555899780243635,0.9989773631095886
0.108102,default_config,0.0005817443015985191,-0.0029672260861843824,0.02799990400671959,0.003670236561447382,-0.003423988353461027,-0.00246095540933311,0.019751718267798424,-0.0019555899780243635,0.9989773631095886
0.109034,default_config,0.0005817443015985191,-0.0029672260861843824,0.02799990400671959,0.003670236561447382,-0.003423988353461027,-0.00246095540933311,0.018960602581501007,-0.002089577727019787,0.999041736125946
0.127316,default_config,-0.0002953732036985457,-0.0020920250099152327,0.027965931221842766,-0.0009140270994976163,0.0015893663512542844,-0.002477099187672138,0.018960602581501007,-0.002089577727019787,0.999041736125946
0.128253,default_config,-0.0002953732036985457,-0.0020920250099152327,0.027965931221842766,-0.0009140270994976163,0.0015893663512542844,-0.002477099187672138,0.017932826653122902,-0.0024793038610368967,1.0001139640808105
0.147678,default_config,0.0005784201784990728,-0.0033940086141228676,0.027919096872210503,0.0037757414393126965,-0.005433958955109119,-0.0024195185396820307,0.017932826653122902,-0.0024793038610368967,1.0001139640808105
0.148622,default_config,0.0005784201784990728,-0.0033940086141228676,0.027919096872210503,0.0037757414393126965,-0.005433958955109119,-0.0024195185396820307,0.021945210173726082,-0.003074638545513153,1.000759243965149
0.168026,default_config,0.00038831683923490345,-0.002759857103228569,0.027918972074985504,0.0030910337809473276,-0.0017974174115806818,-0.0020667463541030884,0.021945210173726082,-0.003074638545513153,1.000759243965149
0.169930,default_config,0.00038831683923490345,-0.002759857103228569,0.027918972074985504,0.0030910337809473276,-0.0017974174115806818,-0.0020667463541030884,0.019409149885177612,-0.0031463385093957186,0.9998466968536377
0.187938,default_config,0.000608412956353277,-0.002534095197916031,0.02787723019719124,0.00439442228525877,-0.0004307590425014496,-0.002198047935962677,0.019409149885177612,-0.0031463385093957186,0.9998466968536377
0.188889,default_config,0.000608412956353277,-0.002534095197916031,0.02787723019719124,0.00439442228525877,-0.0004307590425014496,-0.002198047935962677,0.021452216431498528,-0.0024724057875573635,0.9985547065734863
0.207925,default_config,0.0007026504026725888,-0.0025423229672014713,0.02789720520377159,0.005081851966679096,-0.0004159257805440575,-0.0020330045372247696,0.021452216431498528,-0.0024724057875573635,0.9985547065734863
0.209707,default_config,0.0007026504026725888,-0.0025423229672014713,0.02789720520377159,0.005081851966679096,-0.0004159257805440575,-0.0020330045372247696,0.01850622519850731,-0.003914026543498039,0.9967168569564819
0.228880,default_config,0.001416248269379139,-0.0027774095069617033,0.027851328253746033,0.00872382614761591,-0.0017419144278392196,-0.0023698904551565647,0.01850622519850731,-0.003914026543498039,0.9967168569564819
0.230625,default_config,0.001416248269379139,-0.0027774095069617033,0.027851328253746033,0.00872382614761591,-0.0017419144278392196,-0.0023698904551565647,0.019753174856305122,-0.002422177232801914,0.9996677041053772
0.248340,default_config,0.0013736470136791468,-0.0022947737015783787,0.027813367545604706,0.008151181042194366,0.0008381787920370698,-0.002356200944632292,0.019753174856305122,-0.002422177232801914,0.9996677041053772
0.249337,default_config,0.0013736470136791468,-0.0022947737015783787,0.027813367545604706,0.008151181042194366,0.0008381787920370698,-0.002356200944632292,0.018181001767516136,-0.0024387396406382322,0.998351514339447
0.268319,default_config,0.0004307693161536008,-0.0022933748550713062,0.027432583272457123,0.0026491403114050627,0.0007346411584876478,-0.004096248187124729,0.018181001767516136,-0.0024387396406382322,0.998351514339447
0.269271,default_config,0.0004307693161536008,-0.0022933748550713062,0.027432583272457123,0.0026491403114050627,0.0007346411584876478,-0.004096248187124729,0.01930360682308674,-0.003410235745832324,0.9989815950393677
0.288501,default_config,0.00042762773227877915,-0.00276025733910501,0.02735249511897564,0.002586349844932556,-0.0017764715012162924,-0.004226838704198599,0.01930360682308674,-0.003410235745832324,0.9989815950393677
0.289421,default_config,0.00042762773227877915,-0.00276025733910501,0.02735249511897564,0.002586349844932556,-0.0017764715012162924,-0.004226838704198599,0.019264105707406998,-0.0033669602125883102,0.9977567791938782
0.308612,default_config,0.0004208713071420789,-0.0025180059019476175,0.0275577362626791,0.002662524813786149,-0.0005680138128809631,-0.0030330908484756947,0.019264105707406998,-0.0033669602125883102,0.9977567791938782
0.310484,default_config,0.0004208713071420789,-0.0025180059019476175,0.0275577362626791,0.002662524813786149,-0.0005680138128809631,-0.0030330908484756947,0.01902693882584572,-0.00281482539139688,0.9978446960449219
0.327341,default_config,0.0006332895718514919,-0.0027186188381165266,0.027501368895173073,0.003692199243232608,-0.0017548653995618224,-0.0032361922785639763,0.01902693882584572,-0.00281482539139688,0.9978446960449219
