t_sec,label,x,y,z,vx,vy,vz,ax,ay,az
0.026539,default_config,0.4147169888019562,-1.4814995527267456,0.023936022073030472,0.0024011230561882257,-0.0010390985989943147,0.002666141837835312,nan,nan,nan
0.028110,default_config,0.4147169888019562,-1.4814995527267456,0.023936022073030472,0.0024011230561882257,-0.0010390985989943147,0.002666141837835312,0.012936810962855816,-0.016813164576888084,0.9965312480926514
0.047672,default_config,0.4147666394710541,-1.4815270900726318,0.023982517421245575,0.0025583321694284678,-0.0016775827389210463,0.0019815005362033844,0.012936810962855816,-0.016813164576888084,0.9965312480926514
0.049296,default_config,0.4147666394710541,-1.4815270900726318,0.023982517421245575,0.0025583321694284678,-0.0016775827389210463,0.0019815005362033844,0.010989341884851456,-0.012808063067495823,1.0000197887420654
0.067176,default_config,0.41481804847717285,-1.4824397563934326,0.023615777492523193,0.0024610033724457026,-0.005214201286435127,-0.00026639935094863176,0.010989341884851456,-0.012808063067495823,1.0000197887420654
0.068046,default_config,0.41481804847717285,-1.4824397563934326,0.023615777492523193,0.0024610033724457026,-0.005214201286435127,-0.00026639935094863176,0.012748063541948795,-0.013704819604754448,0.9978215098381042
0.086606,default_config,0.41470229625701904,-1.4814964532852173,0.02361059933900833,0.0019273434299975634,-0.0012537565780803561,-0.0005654889391735196,0.012748063541948795,-0.013704819604754448,0.9978215098381042
0.088221,default_config,0.41470229625701904,-1.4814964532852173,0.02361059933900833,0.0019273434299975634,-0.0012537565780803561,-0.0005654889391735196,0.013504558242857456,-0.01631043665111065,0.9964694380760193
0.107838,default_config,0.41480886936187744,-1.4827460050582886,0.0229499489068985,0.002443480771034956,-0.006612560711801052,-0.004578803665935993,0.013504558242857456,-0.01631043665111065,0.9964694380760193
0.109299,default_config,0.41480886936187744,-1.4827460050582886,0.0229499489068985,0.002443480771034956,-0.006612560711801052,-0.004578803665935993,0.011753101833164692,-0.014232677407562733,0.9966217279434204
0.126618,default_config,0.4146689772605896,-1.481482744216919,0.02285829745233059,0.0017923550913110375,-0.0011934881331399083,-0.005238945130258799,0.011753101833164692,-0.014232677407562733,0.9966217279434204
0.128577,default_config,0.4146689772605896,-1.481482744216919,0.02285829745233059,0.0017923550913110375,-0.0011934881331399083,-0.005238945130258799,0.011682754382491112,-0.014228063635528088,0.9989224672317505
0.149036,default_config,0.41471385955810547,-1.4819058179855347,0.02275116927921772,0.001904366654343903,-0.003030728781595826,-0.005368006881326437,0.011682754382491112,-0.014228063635528088,0.9989224672317505
0.150009,default_config,0.41471385955810547,-1.4819058179855347,0.02275116927921772,0.001904366654343903,-0.003030728781595826,-0.005368006881326437,0.011624240316450596,-0.01361774280667305,0.9985747337341309
0.169046,default_config,0.4147411286830902,-1.4819591045379639,0.02360866591334343,0.0018350628670305014,-0.0030507841147482395,-0.0007871227571740746,0.011624240316450596,-0.01361774280667305,0.9985747337341309
0.172923,default_config,0.4147411286830902,-1.4819591045379639,0.02360866591334343,0.0018350628670305014,-0.0030507841147482395,-0.0007871227571740746,0.012092312797904015,-0.014333871193230152,0.9976952075958252
0.187087,default_config,0.4146840274333954,-1.4814910888671875,0.023590875789523125,0.0015804144786670804,-0.0011951362248510122,-0.0010167729342356324,0.012092312797904015,-0.014333871193230152,0.9976952075958252
0.192060,default_config,0.4146840274333954,-1.4814910888671875,0.023590875789523125,0.0015804144786670804,-0.0011951362248510122,-0.0010167729342356324,0.011349249631166458,-0.013236818835139275,0.9969716668128967
0.207838,default_config,0.414739191532135,-1.481947422027588,0.0233194287866354,0.0016405272763222456,-0.0028419261798262596,-0.002807461889460683,0.011349249631166458,-0.013236818835139275,0.9969716668128967
0.209715,default_config,0.414739191532135,-1.481947422027588,0.0233194287866354,0.0016405272763222456,-0.0028419261798262596,-0.002807461889460683,0.012902672402560711,-0.012678303755819798,0.9967412948608398
